Tema,Subtema,ST,ID,UN,DS,REC,indicator_id_abs,indicator_id_rel,is_default_variable,variable_id_abs,aux_abs,variable_id_rel,aux_rel,indicator_label,variant_label,measure_unit_abs,measure_unit_rel,variant_path,description,Arquivo_2010,Var_abs_2010,Var_rel_2010 (denominador),Observações,Descrição_2010,Script_2010_abs,Script_2010_rel,Arquivo_2022,Var_abs_2022,Var_rel_2022 (denominador),Descrição_2022,Script_2022_abs,Script_2022_rel,Arquivo_2000,Var_abs_2000,Descrição_2000,Var_rel_2000 (denominador),Script_2000_abs,Script_2000_rel
População e domicílios,Alfabetização,pop,alf,mor,cor_sex,10_14_ind_mas,pop_alf_mor_tot_10_14,pop_alf_mor_tot_10_14_pct,,pop_alf_mor_cor_sex_10_14_ind_mas,"pop_alf_mor_cor_sex_10_14_ind_mas,",pop_alf_mor_cor_sex_10_14_ind_mas_pct,"pop_alf_mor_cor_sex_10_14_ind_mas_pct,",Pessoas alfabetizadas entre 10 e 14 anos,Homens indígenas,Número de pessoas,Porcentagem em relação ao total de homens indígenas entre 10 e 14 anos,Cor e sexo dos residentes,,Pessoa04,pes04_V010,pes03_V101,,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo masculino e cor ou raça - indígena","pop_alf_mor_cor_sex_10_14_ind_mas = pes04_V010,","pop_alf_mor_cor_sex_10_14_ind_mas_pct = pop_alf_mor_cor_sex_10_14_ind_mas / (pes03_V101),",-,-,-,-,,,-,-,-,-,,
População e domicílios,Alfabetização,pop,alf,mor,cor_sex,10_14_neg_fem,pop_alf_mor_tot_10_14,pop_alf_mor_tot_10_14_pct,,pop_alf_mor_cor_sex_10_14_neg_fem,"pop_alf_mor_cor_sex_10_14_neg_fem,",pop_alf_mor_cor_sex_10_14_neg_fem_pct,"pop_alf_mor_cor_sex_10_14_neg_fem_pct,",Pessoas alfabetizadas entre 10 e 14 anos,Mulheres negras,Número de pessoas,Porcentagem em relação ao total de mulheres negras entre 10 e 14 anos,Cor e sexo dos residentes,,Pessoa04,pes04_V087 + pes04_V089,pes03_V178 + pes03_V180,,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo feminino e cor ou raça – preta ou parda","pop_alf_mor_cor_sex_10_14_neg_fem = pes04_V087 + pes04_V089,","pop_alf_mor_cor_sex_10_14_neg_fem_pct = pop_alf_mor_cor_sex_10_14_neg_fem / (pes03_V178 + pes03_V180),",-,-,-,-,,,-,-,-,-,,
População e domicílios,Alfabetização,pop,alf,mor,cor_sex,10_14_neg_mas,pop_alf_mor_tot_10_14,pop_alf_mor_tot_10_14_pct,,pop_alf_mor_cor_sex_10_14_neg_mas,"pop_alf_mor_cor_sex_10_14_neg_mas,",pop_alf_mor_cor_sex_10_14_neg_mas_pct,"pop_alf_mor_cor_sex_10_14_neg_mas_pct,",Pessoas alfabetizadas entre 10 e 14 anos,Homens negros,Número de pessoas,Porcentagem em relação ao total de homens negros entre 10 e 14 anos,Cor e sexo dos residentes,,Pessoa04,pes04_V007 + pes04_V009,pes03_V098 + pes03_V100,,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo masculino e cor ou raça – preta ou parda","pop_alf_mor_cor_sex_10_14_neg_mas = pes04_V007 + pes04_V009,","pop_alf_mor_cor_sex_10_14_neg_mas_pct = pop_alf_mor_cor_sex_10_14_neg_mas / (pes03_V098 + pes03_V100),",-,-,-,-,,,-,-,-,-,,
População e domicílios,Alfabetização,pop,alf,mor,cor,10_14_ama,pop_alf_mor_tot_10_14,pop_alf_mor_tot_10_14_pct,,pop_alf_mor_cor_10_14_ama,"pop_alf_mor_cor_10_14_ama,",pop_alf_mor_cor_10_14_ama_pct,"pop_alf_mor_cor_10_14_ama_pct,",Pessoas alfabetizadas entre 10 e 14 anos,Pessoas amarelas,Número de pessoas,Porcentagem em relação ao total de pessoas amarelas entre 10 e 14 anos,Cor dos residentes,,Pessoa04,pes04_V088 + pes04_V008,pes03_V019,,Pessoas alfabetizadas de 10 a 14 anos de idade de cor ou raça – amarela,"pop_alf_mor_cor_10_14_ama = pes04_V088 + pes04_V008,","pop_alf_mor_cor_10_14_ama_pct = pop_alf_mor_cor_10_14_ama / (pes03_V019),",-,-,-,-,,,-,-,-,-,,
População e domicílios,Alfabetização,pop,alf,mor,cor,10_14_bra,pop_alf_mor_tot_10_14,pop_alf_mor_tot_10_14_pct,,pop_alf_mor_cor_10_14_bra,"pop_alf_mor_cor_10_14_bra,",pop_alf_mor_cor_10_14_bra_pct,"pop_alf_mor_cor_10_14_bra_pct,",Pessoas alfabetizadas entre 10 e 14 anos,Pessoas brancas,Número de pessoas,Porcentagem em relação ao total de pessoas brancas entre 10 e 14 anos,Cor dos residentes,,Pessoa04,pes04_V086 + pes04_V006,pes03_V017,,Pessoas alfabetizadas de 10 a 14 anos de idade de cor ou raça - branca,"pop_alf_mor_cor_10_14_bra = pes04_V086 + pes04_V006,","pop_alf_mor_cor_10_14_bra_pct = pop_alf_mor_cor_10_14_bra / (pes03_V017),",-,-,-,-,,,-,-,-,-,,
População e domicílios,Alfabetização,pop,alf,mor,cor,10_14_ind,pop_alf_mor_tot_10_14,pop_alf_mor_tot_10_14_pct,,pop_alf_mor_cor_10_14_ind,"pop_alf_mor_cor_10_14_ind,",pop_alf_mor_cor_10_14_ind_pct,"pop_alf_mor_cor_10_14_ind_pct,",Pessoas alfabetizadas entre 10 e 14 anos,Pessoas indígenas,Número de pessoas,Porcentagem em relação ao total de pessoas indígenas entre 10 e 14 anos,Cor dos residentes,,Pessoa04,pes04_V090 + pes04_V010,pes03_V021,,Pessoas alfabetizadas de 10 a 14 anos de idade de cor ou raça - indígena,"pop_alf_mor_cor_10_14_ind = pes04_V090 + pes04_V010,","pop_alf_mor_cor_10_14_ind_pct = pop_alf_mor_cor_10_14_ind / (pes03_V021),",-,-,-,-,,,-,-,-,-,,
População e domicílios,Alfabetização,pop,alf,mor,cor,10_14_neg,pop_alf_mor_tot_10_14,pop_alf_mor_tot_10_14_pct,,pop_alf_mor_cor_10_14_neg,"pop_alf_mor_cor_10_14_neg,",pop_alf_mor_cor_10_14_neg_pct,"pop_alf_mor_cor_10_14_neg_pct,",Pessoas alfabetizadas entre 10 e 14 anos,Pessoas negras,Número de pessoas,Porcentagem em relação ao total de pessoas negras entre 10 e 14 anos,Cor dos residentes,,Pessoa04,pes04_V087 + pes04_V089 + pes04_V007 + pes04_V009,pes03_V018 + pes03_V020,,Pessoas alfabetizadas de 10 a 14 anos de idade de cor ou raça – preta ou parda,"pop_alf_mor_cor_10_14_neg = pes04_V087 + pes04_V089 + pes04_V007 + pes04_V009,","pop_alf_mor_cor_10_14_neg_pct = pop_alf_mor_cor_10_14_neg / (pes03_V018 + pes03_V020),",-,-,-,-,,,-,-,-,-,,
População e domicílios,Densidade e rendimento,dom,mor,dom,tot,6mor,dom_mor_dom_tot_6mor,dom_mor_dom_tot_6mor_pct,sim,dom_mor_dom_tot_6mor,"dom_mor_dom_tot_6mor,",dom_mor_dom_tot_6mor_pct,"dom_mor_dom_tot_6mor_pct,",Domicílios com 6 ou mais moradores,Total de responsáveis,Número de domicílios,Porcentagem em relação ao total de domicílios,Total,,Domicilio01,dom01_V055 + dom01_V056 + dom01_V057 + dom01_V058 + dom01_V059,dom01_V002,,Domicílios particulares permanentes com 6 ou mais moradores,"dom_mor_dom_tot_6mor = dom01_V055 + dom01_V056 + dom01_V057 + dom01_V058 + dom01_V059,","dom_mor_dom_tot_6mor_pct = dom_mor_dom_tot_6mor / (dom01_V002),",Domicilio1,V00022 + V00023 + V00024 + V00025 + V00026,V00001,Domicílios particulares permanentes ocupados com 6 ou mais moradores,"dom_mor_dom_tot_6mor = V00022 + V00023 + V00024 + V00025 + V00026,","dom_mor_dom_tot_6mor_pct = dom_mor_dom_tot_6mor / (V00001),",Domicílio,Domic_V0061 + Domic_V0062 + Domic_V0063 + Domic_V0064 + Domic_V0065,Domicílios particulares permanentes com 6 ou mais moradores,dom_V0003,"dom_mor_dom_tot_6mor = Domic_V0061 + Domic_V0062 + Domic_V0063 + Domic_V0064 + Domic_V0065,",dom_mor_dom_tot_6mor_pct = dom_mor_dom_tot_6mor / (dom_V0003)
População e domicílios,Densidade e rendimento,dom,mor,dom,sex,6mor_fem,dom_mor_dom_tot_6mor,dom_mor_dom_tot_6mor_pct,,dom_mor_dom_sex_6mor_fem,"dom_mor_dom_sex_6mor_fem,",dom_mor_dom_sex_6mor_fem_pct,"dom_mor_dom_sex_6mor_fem_pct,",Domicílios com 6 ou mais moradores,Mulheres,Número de domicílios,Porcentagem em relação ao total de domicílios com mulheres responsáveis,Sexo dos responsáveis,,Domicilio01,dom01_V086,dom01_V081 + dom01_V082 + dom01_V083 + dom01_V084 + dom01_V085 + dom01_V086 + dom01_V087,% de domicílios com mulher responsável que tem mais de 6 moradores,Domicílios particulares permanentes com 6 ou mais moradores com mulher responsável,"dom_mor_dom_sex_6mor_fem = dom01_V086,","dom_mor_dom_sex_6mor_fem_pct = dom_mor_dom_sex_6mor_fem / (dom01_V081 + dom01_V082 + dom01_V083 + dom01_V084 + dom01_V085 + dom01_V086 + dom01_V087),",-,-,-,-,,,Domicilio,dom_V0106,Domicílios particulares permanentes com mulher responsável e 6 ou mais moradores,resp5_V1138,"dom_mor_dom_sex_6mor_fem = dom_V0106,",dom_mor_dom_sex_6mor_fem_pct = dom_mor_dom_sex_6mor_fem / (resp5_V1138)
População e domicílios,Densidade e rendimento,dom,mor,dom,sex,6mor_mas,dom_mor_dom_tot_6mor,dom_mor_dom_tot_6mor_pct,,dom_mor_dom_sex_6mor_mas,"dom_mor_dom_sex_6mor_mas,",dom_mor_dom_sex_6mor_mas_pct,"dom_mor_dom_sex_6mor_mas_pct,",Domicílios com 6 ou mais moradores,Homens,Número de domicílios,Porcentagem em relação ao total de domicílios com homens responsáveis,Sexo dos responsáveis,,Domicilio01,dom01_V067,dom01_V062 + dom01_V063 + dom01_V064 + dom01_V065 + dom01_V066 + dom01_V067 + dom01_V068,% de domicílios com homem responsável que tem mais de 6 moradores,Domicílios particulares permanentes com 6 ou mais moradores com homem responsável,"dom_mor_dom_sex_6mor_mas = dom01_V067,","dom_mor_dom_sex_6mor_mas_pct = dom_mor_dom_sex_6mor_mas / (dom01_V062 + dom01_V063 + dom01_V064 + dom01_V065 + dom01_V066 + dom01_V067 + dom01_V068),",-,-,-,-,,,Domicilio,dom_V0093,Domicílios particulares permanentes com homem responsável e 6 ou mais moradores,resp4_V0946,"dom_mor_dom_sex_6mor_mas = dom_V0093,",dom_mor_dom_sex_6mor_mas_pct = dom_mor_dom_sex_6mor_mas / (resp4_V0946)
População e domicílios,Densidade e rendimento,dom,mor,mor,tot,med_mor,dom_mor_mor_tot_med_mor,dom_mor_mor_tot_med_mor,sim,dom_mor_mor_tot_med_mor,"dom_mor_mor_tot_med_mor,",dom_mor_mor_tot_med_mor,"dom_mor_mor_tot_med_mor,",Moradores por domicílio,Total de moradores,Média de moradores,Média de moradores por domicílio,Total,,Basico,bas_V003,1,,Média do número de moradores em domicílios particulares permanentes,"dom_mor_mor_tot_med_mor = bas_V003,","dom_mor_mor_tot_med_mor = dom_mor_mor_tot_med_mor / (1),",Basico,V0005,1,Média de moradores em domicílios particulares permanentes ocupados,"dom_mor_mor_tot_med_mor = V0005,","dom_mor_mor_tot_med_mor = dom_mor_mor_tot_med_mor / (1),",Basico,bas_Var13,Média do número de moradores em domicílios particulares permanentes,-,"dom_mor_mor_tot_med_mor = bas_Var13,",
População e domicílios,Densidade e rendimento,dom,ren,dom,tot,meiosm,dom_ren_dom_tot_meiosm,dom_ren_dom_tot_meiosm_pct,sim,dom_ren_dom_tot_meiosm,"dom_ren_dom_tot_meiosm,",dom_ren_dom_tot_meiosm_pct,"dom_ren_dom_tot_meiosm_pct,",Renda domiciliar mensal per capita,Total de responsáveis,Número de domicílios,Porcentagem em relação ao total de domicílios,Total,,DomicílioRenda,dom_r_V005 + dom_r_V006 + dom_r_V007 + dom_r_V014,dom01_V002 + dom_r_V001,,Domicílios particulares com rendimento nominal mensal domiciliar per capita de até 1/2 salário mínimo,"dom_ren_dom_tot_meiosm = dom_r_V005 + dom_r_V006 + dom_r_V007 + dom_r_V014,","dom_ren_dom_tot_meiosm_pct = dom_ren_dom_tot_meiosm / (dom01_V002 + dom_r_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,Densidade e rendimento,dom,ren,mor,tot,med,dom_ren_mor_tot_med,dom_ren_mor_tot_med,sim,dom_ren_mor_tot_med,"dom_ren_mor_tot_med,",dom_ren_mor_tot_med,"dom_ren_mor_tot_med,",Renda média mensal das pessoas de 10 anos ou mais,Total de residentes,Média do rendimento,Média do rendimento mensal,Total,,Basico,bas_V009,1,,Valor do rendimento nominal médio mensal das pessoas de 10 anos ou mais de idade (com e sem rendimento),"dom_ren_mor_tot_med = bas_V009,","dom_ren_mor_tot_med = dom_ren_mor_tot_med / (1),",-,-,-,-,,,-,-,-,-,,
População e domicílios,Densidade e rendimento,dom,ren,mor,tot,med_res,dom_ren_mor_tot_med_res,dom_ren_mor_tot_med_res,sim,dom_ren_mor_tot_med_res,"dom_ren_mor_tot_med_res,",dom_ren_mor_tot_med_res,"dom_ren_mor_tot_med_res,",Renda média mensal dos responsáveis,Total de responsáveis,Média do rendimento,Média do rendimento mensal dos responsáveis,Total,,Basico,bas_V005,1,,Valor do rendimento nominal médio mensal das pessoas responsáveis por domicílios particulares permanentes (com e sem rendimento),"dom_ren_mor_tot_med_res = bas_V005,","dom_ren_mor_tot_med_res = dom_ren_mor_tot_med_res / (1),",-,-,-,-,,,Responsavel1,resp1_V0623 / resp1_V0621,Valor do rendimento nominal médio mensal das pessoas responsáveis por domicílios particulares permanentes (com e sem rendimento),-,"dom_ren_mor_tot_med_res = resp1_V0623 / resp1_V0621,",
População e domicílios,População e responsáveis,pop,bas,mor,tot,pes,pop_bas_mor_tot_pes,pop_bas_mor_tot_pes,sim,pop_bas_mor_tot_pes,"pop_bas_mor_tot_pes,",pop_bas_mor_tot_pes,"pop_bas_mor_tot_pes,",Pessoas residentes,Total de residentes,Número de pessoas,Número de pessoas residentes,Total,,Pessoa03,pes03_V001,1,,Pessoas Residentes,"pop_bas_mor_tot_pes = pes03_V001,","pop_bas_mor_tot_pes = pop_bas_mor_tot_pes / (1),",Demografia,V01006,1,Quantidade de moradores,"pop_bas_mor_tot_pes = V01006,","pop_bas_mor_tot_pes = pop_bas_mor_tot_pes / (1),",Pessoa1,pes1_V1330,Pessoas (população residente no setor),-,"pop_bas_mor_tot_pes = pes1_V1330,",
População e domicílios,População e responsáveis,pop,bas,mor,sex,fem,pop_bas_mor_tot_pes,pop_bas_mor_tot_pes_pct,,pop_bas_mor_sex_fem,"pop_bas_mor_sex_fem,",pop_bas_mor_sex_fem_pct,"pop_bas_mor_sex_fem_pct,",Pessoas residentes,Mulheres,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Sexo dos residentes,,Pessoa12,pes12_V001,pes03_V001,,Mulheres em domicílios particulares e domicílios coletivos,"pop_bas_mor_sex_fem = pes12_V001,","pop_bas_mor_sex_fem_pct = pop_bas_mor_sex_fem / (pes03_V001),",Demografia,V01008,V01006,Sexo feminino,"pop_bas_mor_sex_fem = V01008,","pop_bas_mor_sex_fem_pct = pop_bas_mor_sex_fem / (V01006),",Pessoa3,pes3_V1600,Mulheres (população residente feminina),pes1_V1330,"pop_bas_mor_sex_fem = pes3_V1600,",pop_bas_mor_sex_fem_pct = pop_bas_mor_sex_fem / (pes1_V1330)
População e domicílios,População e responsáveis,pop,bas,mor,sex,mas,pop_bas_mor_tot_pes,pop_bas_mor_tot_pes_pct,,pop_bas_mor_sex_mas,"pop_bas_mor_sex_mas,",pop_bas_mor_sex_mas_pct,"pop_bas_mor_sex_mas_pct,",Pessoas residentes,Homens,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Sexo dos residentes,,Pessoa11,pes11_V001,pes03_V001,,Homens residentes em domicílios particulares e domicílios coletivos,"pop_bas_mor_sex_mas = pes11_V001,","pop_bas_mor_sex_mas_pct = pop_bas_mor_sex_mas / (pes03_V001),",Demografia,V01007,V01006,Sexo masculino,"pop_bas_mor_sex_mas = V01007,","pop_bas_mor_sex_mas_pct = pop_bas_mor_sex_mas / (V01006),",Pessoa2,pes2_V1465,Homens (população residente masculina),pes1_V1330,"pop_bas_mor_sex_mas = pes2_V1465,",pop_bas_mor_sex_mas_pct = pop_bas_mor_sex_mas / (pes1_V1330)
População e domicílios,População e responsáveis,pop,bas,mor,cor_sex,ama_fem,pop_bas_mor_tot_pes,pop_bas_mor_tot_pes_pct,,pop_bas_mor_cor_sex_ama_fem,"pop_bas_mor_cor_sex_ama_fem,",pop_bas_mor_cor_sex_ama_fem_pct,"pop_bas_mor_cor_sex_ama_fem_pct,",Pessoas residentes,Mulheres indígenas,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Cor e sexo dos residentes,,Pessoa05 e Pessoa03,pes05_V010 + pes03_V171 + pes03_V176 + pes03_V181 + pes03_V186 + pes03_V191 + pes03_V196 + pes03_V201 + pes03_V206 + pes03_V211 + pes03_V216 + pes03_V221 + pes03_V226 + pes03_V231 + pes03_V236 + pes03_V241 + pes03_V246,pes03_V001,,"Pessoas Residentes, do sexo feminino e cor ou raça - indígena","pop_bas_mor_cor_sex_ama_fem = pes05_V010 + pes03_V171 + pes03_V176 + pes03_V181 + pes03_V186 + pes03_V191 + pes03_V196 + pes03_V201 + pes03_V206 + pes03_V211 + pes03_V216 + pes03_V221 + pes03_V226 + pes03_V231 + pes03_V236 + pes03_V241 + pes03_V246,","pop_bas_mor_cor_sex_ama_fem_pct = pop_bas_mor_cor_sex_ama_fem / (pes03_V001),",Cor_ou_raca,V01331,V01006,"Sexo feminino, Cor ou raça é indígena","pop_bas_mor_cor_sex_ama_fem = V01331,","pop_bas_mor_cor_sex_ama_fem_pct = pop_bas_mor_cor_sex_ama_fem / (V01006),",-,-,-,-,,
População e domicílios,População e responsáveis,pop,bas,mor,cor_sex,ama_mas,pop_bas_mor_tot_pes,pop_bas_mor_tot_pes_pct,,pop_bas_mor_cor_sex_ama_mas,"pop_bas_mor_cor_sex_ama_mas,",pop_bas_mor_cor_sex_ama_mas_pct,"pop_bas_mor_cor_sex_ama_mas_pct,",Pessoas residentes,Homens indígenas,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Cor e sexo dos residentes,,Pessoa05 e Pessoa03,pes05_V005 + pes03_V091 + pes03_V096 + pes03_V101 + pes03_V106 + pes03_V111 + pes03_V116 + pes03_V121 + pes03_V126 + pes03_V131 + pes03_V136 + pes03_V141 + pes03_V146 + pes03_V151 + pes03_V156 + pes03_V161 + pes03_V166,pes03_V001,,"Pessoas Residentes, do sexo masculino e cor ou raça - indígena","pop_bas_mor_cor_sex_ama_mas = pes05_V005 + pes03_V091 + pes03_V096 + pes03_V101 + pes03_V106 + pes03_V111 + pes03_V116 + pes03_V121 + pes03_V126 + pes03_V131 + pes03_V136 + pes03_V141 + pes03_V146 + pes03_V151 + pes03_V156 + pes03_V161 + pes03_V166,","pop_bas_mor_cor_sex_ama_mas_pct = pop_bas_mor_cor_sex_ama_mas / (pes03_V001),",Cor_ou_raca,V01326,V01006,"Sexo masculino, Cor ou raça é indígena","pop_bas_mor_cor_sex_ama_mas = V01326,","pop_bas_mor_cor_sex_ama_mas_pct = pop_bas_mor_cor_sex_ama_mas / (V01006),",-,-,-,-,,
População e domicílios,População e responsáveis,pop,bas,mor,cor_sex,bra_fem,pop_bas_mor_tot_pes,pop_bas_mor_tot_pes_pct,,pop_bas_mor_cor_sex_bra_fem,"pop_bas_mor_cor_sex_bra_fem,",pop_bas_mor_cor_sex_bra_fem_pct,"pop_bas_mor_cor_sex_bra_fem_pct,",Pessoas residentes,Mulheres brancas,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Cor e sexo dos residentes,,Pessoa05 e Pessoa03,pes05_V006 + pes03_V167 + pes03_V172 + pes03_V177 + pes03_V182 + pes03_V187 + pes03_V192 + pes03_V197 + pes03_V202 + pes03_V207 + pes03_V212 + pes03_V217 + pes03_V222 + pes03_V227 + pes03_V232 + pes03_V237 + pes03_V242,pes03_V001,,"Pessoas Residentes, do sexo feminino e cor ou raça - branca","pop_bas_mor_cor_sex_bra_fem = pes05_V006 + pes03_V167 + pes03_V172 + pes03_V177 + pes03_V182 + pes03_V187 + pes03_V192 + pes03_V197 + pes03_V202 + pes03_V207 + pes03_V212 + pes03_V217 + pes03_V222 + pes03_V227 + pes03_V232 + pes03_V237 + pes03_V242,","pop_bas_mor_cor_sex_bra_fem_pct = pop_bas_mor_cor_sex_bra_fem / (pes03_V001),",Cor_ou_raca,V01327,V01006,"Sexo feminino, Cor ou raça é branca","pop_bas_mor_cor_sex_bra_fem = V01327,","pop_bas_mor_cor_sex_bra_fem_pct = pop_bas_mor_cor_sex_bra_fem / (V01006),",-,-,-,-,,
População e domicílios,População e responsáveis,pop,bas,mor,cor_sex,bra_mas,pop_bas_mor_tot_pes,pop_bas_mor_tot_pes_pct,,pop_bas_mor_cor_sex_bra_mas,"pop_bas_mor_cor_sex_bra_mas,",pop_bas_mor_cor_sex_bra_mas_pct,"pop_bas_mor_cor_sex_bra_mas_pct,",Pessoas residentes,Homens brancos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Cor e sexo dos residentes,,Pessoa05 e Pessoa03,pes05_V001 + pes03_V087 + pes03_V092 + pes03_V097 + pes03_V102 + pes03_V107 + pes03_V112 + pes03_V117 + pes03_V122 + pes03_V127 + pes03_V132 + pes03_V137 + pes03_V142 + pes03_V147 + pes03_V152 + pes03_V157 + pes03_V162,pes03_V001,,"Pessoas Residentes, do sexo masculino e cor ou raça - branca","pop_bas_mor_cor_sex_bra_mas = pes05_V001 + pes03_V087 + pes03_V092 + pes03_V097 + pes03_V102 + pes03_V107 + pes03_V112 + pes03_V117 + pes03_V122 + pes03_V127 + pes03_V132 + pes03_V137 + pes03_V142 + pes03_V147 + pes03_V152 + pes03_V157 + pes03_V162,","pop_bas_mor_cor_sex_bra_mas_pct = pop_bas_mor_cor_sex_bra_mas / (pes03_V001),",Cor_ou_raca,V01322,V01006,"Sexo masculino, Cor ou raça é branca","pop_bas_mor_cor_sex_bra_mas = V01322,","pop_bas_mor_cor_sex_bra_mas_pct = pop_bas_mor_cor_sex_bra_mas / (V01006),",-,-,-,-,,
População e domicílios,População e responsáveis,pop,bas,mor,cor_sex,ind_mas,pop_bas_mor_tot_pes,pop_bas_mor_tot_pes_pct,,pop_bas_mor_cor_sex_ind_mas,"pop_bas_mor_cor_sex_ind_mas,",pop_bas_mor_cor_sex_ind_mas_pct,"pop_bas_mor_cor_sex_ind_mas_pct,",Pessoas residentes,Homens negros,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Cor e sexo dos residentes,,Pessoa05 e Pessoa03,pes05_V002 + pes05_V004 + pes03_V088 + pes03_V090 + pes03_V093 + pes03_V095 + pes03_V098 + pes03_V100 + pes03_V103 + pes03_V105 + pes03_V108 + pes03_V110 + pes03_V113 + pes03_V115 + pes03_V118 + pes03_V120 + pes03_V123 + pes03_V125 + pes03_V128 + pes03_V130 + pes03_V133 + pes03_V135 + pes03_V138 + pes03_V140 + pes03_V143 + pes03_V145 + pes03_V148 + pes03_V150 + pes03_V153 + pes03_V155 + pes03_V158 + pes03_V160 + pes03_V163 + pes03_V165,pes03_V001,,"Pessoas Residentes, do sexo masculino e cor ou raça - preta ou parda","pop_bas_mor_cor_sex_ind_mas = pes05_V002 + pes05_V004 + pes03_V088 + pes03_V090 + pes03_V093 + pes03_V095 + pes03_V098 + pes03_V100 + pes03_V103 + pes03_V105 + pes03_V108 + pes03_V110 + pes03_V113 + pes03_V115 + pes03_V118 + pes03_V120 + pes03_V123 + pes03_V125 + pes03_V128 + pes03_V130 + pes03_V133 + pes03_V135 + pes03_V138 + pes03_V140 + pes03_V143 + pes03_V145 + pes03_V148 + pes03_V150 + pes03_V153 + pes03_V155 + pes03_V158 + pes03_V160 + pes03_V163 + pes03_V165,","pop_bas_mor_cor_sex_ind_mas_pct = pop_bas_mor_cor_sex_ind_mas / (pes03_V001),",Cor_ou_raca,V01323 + V01325,V01006,"Sexo masculino, Cor ou raça é preta ou parda","pop_bas_mor_cor_sex_ind_mas = V01323 + V01325,","pop_bas_mor_cor_sex_ind_mas_pct = pop_bas_mor_cor_sex_ind_mas / (V01006),",-,-,-,-,,
População e domicílios,População e responsáveis,pop,bas,mor,cor_sex,ind_mas,pop_bas_mor_tot_pes,pop_bas_mor_tot_pes_pct,,pop_bas_mor_cor_sex_ind_mas,"pop_bas_mor_cor_sex_ind_mas,",pop_bas_mor_cor_sex_ind_mas_pct,"pop_bas_mor_cor_sex_ind_mas_pct,",Pessoas residentes,Mulheres negras,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Cor e sexo dos residentes,,Pessoa05 e Pessoa03,pes05_V007 + pes05_V009 + pes03_V168 + pes03_V170 + pes03_V173 + pes03_V175 + pes03_V178 + pes03_V180 + pes03_V183 + pes03_V185 + pes03_V188 + pes03_V190 + pes03_V193 + pes03_V195 + pes03_V198 + pes03_V200 + pes03_V203 + pes03_V205 + pes03_V208 + pes03_V210 + pes03_V213 + pes03_V215 + pes03_V218 + pes03_V220 + pes03_V223 + pes03_V225 + pes03_V228 + pes03_V230 + pes03_V233 + pes03_V235 + pes03_V238 + pes03_V240 + pes03_V243 + pes03_V245,pes03_V001,,"Pessoas Residentes, do sexo feminino e cor ou raça - preta ou parda","pop_bas_mor_cor_sex_ind_mas = pes05_V007 + pes05_V009 + pes03_V168 + pes03_V170 + pes03_V173 + pes03_V175 + pes03_V178 + pes03_V180 + pes03_V183 + pes03_V185 + pes03_V188 + pes03_V190 + pes03_V193 + pes03_V195 + pes03_V198 + pes03_V200 + pes03_V203 + pes03_V205 + pes03_V208 + pes03_V210 + pes03_V213 + pes03_V215 + pes03_V218 + pes03_V220 + pes03_V223 + pes03_V225 + pes03_V228 + pes03_V230 + pes03_V233 + pes03_V235 + pes03_V238 + pes03_V240 + pes03_V243 + pes03_V245,","pop_bas_mor_cor_sex_ind_mas_pct = pop_bas_mor_cor_sex_ind_mas / (pes03_V001),",Cor_ou_raca,V01328 + V01330,V01006,"Sexo feminino, Cor ou raça é preta ou parda","pop_bas_mor_cor_sex_ind_mas = V01328 + V01330,","pop_bas_mor_cor_sex_ind_mas_pct = pop_bas_mor_cor_sex_ind_mas / (V01006),",-,-,-,-,,
