ordering,keywords,collection_id,source_table_id,variable_id,indicator_id,preset,year,indicator_path,Tema,indicator_label,Subtema,variant_label,variant_path,_measure_unit_prev,measure_unit,is_default_variable,description,metodology
219,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_alf_mor_cor_sex_10_14_neg_mas_pct,pop_alf_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / Alfabetização,População e domicílios,Pessoas alfabetizadas entre 10 e 14 anos,Alfabetização,Homens negros,Cor e sexo dos residentes,Porcentagem em relação ao total de homens negros entre 10 e 14 anos,% em relação ao total de homens negros entre 10 e 14 anos,,"Pessoas alfabetizadas de 10 a 14 anos de idade, do sexo masculino e cor ou raça – preta ou parda",Metodologia
220,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,pop_alf_mor_tot_10_14_pct,pop_alf_mor_tot_10_14_pct,cem_censo_2010_2022,2010,População e domicílios / 2010 / Alfabetização,População e domicílios,Pessoas alfabetizadas entre 10 e 14 anos,Alfabetização,Total de residentes,Total,Porcentagem em relação ao total de pessoas entre 10 e 14 anos,% em relação ao total de pessoas entre 10 e 14 anos,sim,Pessoas alfabetizadas entre 10 e 14 anos de idade,Metodologia
221,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_dom_tot_dom_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Total de domicílios,Total,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,sim,Domicílios particulares permanentes – Não existe bueiro/boca-de-lobo,Metodologia
222,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_dom_ren_12sm_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,1 a 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 SM – Não existe bueiro/boca-de-lobo,Metodologia
223,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_dom_ren_1sm_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,1/2 a 1 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe bueiro/boca-de-lobo,Metodologia
224,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_dom_ren_meiosm_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Até 1/2 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe bueiro/boca-de-lobo,Metodologia
225,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_dom_ren_2sm_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Mais de 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Não existe bueiro/boca-de-lobo,Metodologia
226,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_dom_sex_fem_res_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com mulheres responsáveis,% em relação ao total de domicílios com mulheres responsáveis,,Domicílios particulares permanentes com responsável do sexo feminino – Não existe bueiro/boca-de-lobo,Metodologia
227,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_dom_sex_mas_res_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com homens responsáveis,% em relação ao total de domicílios com homens responsáveis,,Domicílios particulares permanentes com responsável do sexo masculino – Não existe bueiro/boca-de-lobo,Metodologia
228,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_mor_tot_dom_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Total de moradores,Total,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes – Não existe bueiro/boca-de-lobo,Metodologia
229,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_mor_ren_12sm_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,1 a 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 SM – Não existe bueiro/boca-de-lobo,Metodologia
230,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_mor_ren_1sm_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,1/2 a 1 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe bueiro/boca-de-lobo,Metodologia
231,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_mor_ren_meiosm_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Até 1/2 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe bueiro/boca-de-lobo,Metodologia
232,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_mor_ren_2sm_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Mais de 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Não existe bueiro/boca-de-lobo,Metodologia
233,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_mor_sex_fem_res_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com mulheres responsáveis,% em relação ao total de moradores em domicílios com mulheres responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe bueiro/boca-de-lobo,Metodologia
234,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_mor_sex_mas_res_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com homens responsáveis,% em relação ao total de moradores em domicílios com homens responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe bueiro/boca-de-lobo,Metodologia
235,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_mor_cor_ama_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Pessoas amarelas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça amarela – Não existe bueiro/boca-de-lobo,Metodologia
236,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_mor_cor_bra_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Pessoas brancas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça branca – Não existe bueiro/boca-de-lobo,Metodologia
237,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_mor_cor_ind_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Pessoas indígenas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça indígena – Não existe bueiro/boca-de-lobo,Metodologia
238,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_bue_mor_cor_neg_pct,ent_bue_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios sem bueiro,Entorno,Pessoas negras,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça preta ou parda – Não existe bueiro/boca-de-lobo,Metodologia
239,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_cal_dom_tot_dom_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Total de domicílios,Total,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,sim,Domicílios particulares permanentes – Existe esgoto a céu aberto,Metodologia
240,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_dom_ren_12sm_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,1 a 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 do SM – Existe esgoto a céu aberto,Metodologia
241,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_dom_ren_1sm_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,1/2 a 1 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Existe esgoto a céu aberto,Metodologia
242,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_dom_ren_meiosm_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Até 1/2 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Existe esgoto a céu aberto,Metodologia
243,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_dom_ren_2sm_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Mais de 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Existe esgoto a céu aberto,Metodologia
244,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_dom_sex_fem_res_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com mulheres responsáveis,% em relação ao total de domicílios com mulheres responsáveis,,Domicílios particulares permanentes com responsável do sexo feminino – Existe esgoto a céu aberto,Metodologia
245,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_dom_sex_mas_res_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com homens responsáveis,% em relação ao total de domicílios com homens responsáveis,,Domicílios particulares permanentes com responsável do sexo masculino – Existe esgoto a céu aberto,Metodologia
246,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_mor_tot_dom_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Total de moradores,Total,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes – Existe esgoto a céu aberto,Metodologia
247,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_mor_ren_12sm_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,1 a 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 SM – Existe esgoto a céu aberto,Metodologia
248,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_mor_ren_1sm_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,1/2 a 1 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Existe esgoto a céu aberto,Metodologia
249,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_mor_ren_meiosm_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Até 1/2 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Existe esgoto a céu aberto,Metodologia
250,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_mor_ren_2sm_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Mais de 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Existe esgoto a céu aberto,Metodologia
251,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_mor_sex_fem_res_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com mulheres responsáveis,% em relação ao total de moradores em domicílios com mulheres responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Existe esgoto a céu aberto,Metodologia
252,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_mor_sex_mas_res_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com homens responsáveis,% em relação ao total de moradores em domicílios com homens responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Existe esgoto a céu aberto,Metodologia
253,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_mor_cor_ama_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Pessoas amarelas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça amarela – Existe esgoto a céu aberto,Metodologia
254,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_mor_cor_bra_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Pessoas brancas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça branca – Existe esgoto a céu aberto,Metodologia
255,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_mor_cor_ind_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Pessoas indígenas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça indígena – Existe esgoto a céu aberto,Metodologia
256,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_esg_mor_cor_neg_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com esgoto a céu aberto,Entorno,Pessoas negras,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça preta ou parda – Existe esgoto a céu aberto,Metodologia
257,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_dom_tot_dom_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,Total de domicílios,Total,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,sim,Domicílios particulares permanentes – Existe lixo acumulado nos logradouros,Metodologia
258,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_dom_ren_12sm_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,1 a 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 do SM – Existe lixo acumulado nos logradouros,Metodologia
259,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_dom_ren_1sm_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,1/2 a 1 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Existe lixo acumulado nos logradouros,Metodologia
260,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_dom_ren_meiosm_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,Até 1/2 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Existe lixo acumulado nos logradouros,Metodologia
261,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_dom_ren_2sm_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,Mais de 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Existe lixo acumulado nos logradouros,Metodologia
262,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_dom_sex_fem_res_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com mulheres responsáveis,% em relação ao total de domicílios com mulheres responsáveis,,Domicílios particulares permanentes com responsável do sexo feminino – Existe lixo acumulado nos logradouros,Metodologia
263,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_dom_sex_mas_res_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com homens responsáveis,% em relação ao total de domicílios com homens responsáveis,,Domicílios particulares permanentes com responsável do sexo masculino – Existe lixo acumulado nos logradouros,Metodologia
264,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_mor_tot_dom_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,Total de moradores,Total,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes – Existe lixo acumulado nos logradouros,Metodologia
265,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_mor_ren_12sm_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,1 a 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 do SM – Existe lixo acumulado nos logradouros,Metodologia
266,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_mor_ren_1sm_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,1/2 a 1 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Existe lixo acumulado nos logradouros,Metodologia
267,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_mor_ren_meiosm_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,Até 1/2 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Existe lixo acumulado nos logradouros,Metodologia
268,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_mor_ren_2sm_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,Mais de 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Existe lixo acumulado nos logradouros,Metodologia
269,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_mor_sex_fem_res_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com mulheres responsáveis,% em relação ao total de moradores em domicílios com mulheres responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Existe lixo acumulado nos logradouros,Metodologia
270,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_mor_sex_mas_res_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com homens responsáveis,% em relação ao total de moradores em domicílios com homens responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Existe lixo acumulado nos logradouros,Metodologia
271,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_lix_mor_cor_ama_pct,ent_lix_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Entorno,Infraestrutura e serviços urbanos,Domicílios com lixo acumulado na rua,Entorno,Pessoas amarelas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça amarela – Existe lixo acumulado nos logradouros,Metodologia
